train_acc,train_loss,val_acc,val_loss,test_acc,learning_rate,epoche,batch_size
0.12681470811367035,20.105838775634766,0.13432835820895522,19.9328278783542,0.041666666666666664,0.1,100.0,16.0
0.21586820483207703,18.091840744018555,0.14925373134328357,19.589159410391282,0.2824074074074074,0.1,100.0,32.0
0.2510485351085663,17.098291397094727,0.19402985074626866,18.429908667037736,0.18518518518518517,0.1,100.0,64.0
0.10435289889574051,20.575496673583984,0.05970149253731343,21.651174773031205,0.18518518518518517,0.1,150.0,16.0
0.2797914147377014,16.583417892456055,0.1044776119402985,20.620167091711245,0.1388888888888889,0.1,150.0,32.0
0.19275817275047302,18.570755004882812,0.208955223880597,18.214480072704713,0.2222222222222222,0.1,150.0,64.0
0.10859198868274689,20.525428771972656,0.11940298596424843,20.091460775973193,0.08796296296296297,0.1,200.0,16.0
0.174765944480896,19.001718521118164,0.05970149298212422,21.651175071944053,0.18518518518518517,0.1,200.0,32.0
0.26598796248435974,16.938066482543945,0.1044776119402985,20.620167091711245,0.20833333333333334,0.1,200.0,64.0
0.10261264443397522,20.663108825683594,0.08955223880597014,20.963836015160403,0.06944444444444445,0.1,250.0,16.0
0.11651773005723953,20.044830322265625,0.08955223880597014,20.963836926132885,0.13425925925925927,0.1,250.0,32.0
0.12330998480319977,20.18653678894043,0.1641791053672335,19.245488458604957,0.12037037037037036,0.1,250.0,64.0
0.060352619737386703,21.48732566833496,0.029850746268656716,22.33851353090201,0.041666666666666664,0.1,300.0,16.0
0.08475204557180405,20.808996200561523,0.029850746268656716,22.338512619929528,0.041666666666666664,0.1,300.0,32.0
0.18027974665164948,19.059608459472656,0.08955223925078093,20.96383722504573,0.13425925925925927,0.1,300.0,64.0
0.9690623879432678,0.10494931787252426,0.7313432835820896,1.3615634279019797,0.8055555555555556,0.01,100.0,16.0
0.9943867325782776,0.010516496375203133,0.7014925373134329,1.5250876337401014,0.8379629629629629,0.01,100.0,32.0
0.9740691184997559,0.32892218232154846,0.7164179104477612,1.188833631463905,0.7916666666666666,0.01,100.0,64.0
0.9817972183227539,0.06638465821743011,0.7014925377582436,2.4808000343949046,0.8009259259259259,0.01,150.0,16.0
0.9820263385772705,0.12012676149606705,0.7014925382030543,1.304101002750112,0.8611111111111112,0.01,150.0,32.0
0.9909819960594177,0.0509292297065258,0.7313432835820896,1.1555021209503287,0.8379629629629629,0.01,150.0,64.0
0.9758301377296448,0.6447800397872925,0.6119402993970843,6.018819773375099,0.7916666666666666,0.01,200.0,16.0
0.9424749612808228,0.5442966818809509,0.6567164188000694,1.2682772332163,0.7222222222222222,0.01,200.0,32.0
0.9418684244155884,0.6314303278923035,0.6865671641791045,1.2605927584331427,0.7685185185185185,0.01,200.0,64.0
0.9952312111854553,0.016861993819475174,0.6865671650687261,1.6776797958274385,0.8009259259259259,0.01,250.0,16.0
0.9901045560836792,0.027280736714601517,0.7014925373134329,1.2703413036999418,0.8333333333333334,0.01,250.0,32.0
0.9325459599494934,0.7409088015556335,0.6865671650687261,1.2964477094251718,0.8148148148148148,0.01,250.0,64.0
0.906622588634491,1.0922093391418457,0.7014925382030543,1.419066467391911,0.7129629629629629,0.01,300.0,16.0
0.9900197982788086,0.023930994793772697,0.6865671650687261,1.374964075746821,0.8240740740740741,0.01,300.0,32.0
0.9807970523834229,0.04487323760986328,0.6865671650687261,1.4189413011963687,0.8101851851851852,0.01,300.0,64.0
0.9959833025932312,0.02296336553990841,0.7313432844717112,1.0021923437936981,0.8148148148148148,0.001,100.0,16.0
0.984420895576477,0.19371244311332703,0.7462686576060394,0.7621255543694567,0.8287037037037037,0.001,100.0,32.0
0.9864129424095154,0.1438957154750824,0.7462686576060394,0.8706720800542119,0.8009259259259259,0.001,100.0,64.0
0.996218740940094,0.02957332134246826,0.7164179113373828,1.2208991370983977,0.8240740740740741,0.001,150.0,16.0
0.9724236130714417,0.06992382556200027,0.7164179104477612,0.8607125902798638,0.8472222222222222,0.001,150.0,32.0
0.9783098101615906,0.21343904733657837,0.7014925382030543,0.8970678172894379,0.8564814814814815,0.001,150.0,64.0
0.9949173927307129,0.03623034060001373,0.7611940298507462,1.021753753521549,0.875,0.001,200.0,16.0
0.983092188835144,0.10921773314476013,0.7611940298507462,0.9388623951531169,0.8379629629629629,0.001,200.0,32.0
0.9366656541824341,0.5745371580123901,0.7313432835820896,0.833064103749261,0.8194444444444444,0.001,200.0,64.0
0.989864706993103,0.028301198035478592,0.6865671641791045,1.1790764814437324,0.8333333333333334,0.001,250.0,16.0
0.9231647253036499,0.9567636847496033,0.7164179113373828,0.9928613505256709,0.8379629629629629,0.001,250.0,32.0
0.9443573355674744,0.5626572966575623,0.7761194029850746,0.9279482871738832,0.8472222222222222,0.001,250.0,64.0
0.9941635131835938,0.020062889903783798,0.7164179104477612,1.1890767974528804,0.8472222222222222,0.001,300.0,16.0
0.984896183013916,0.1552751213312149,0.7313432835820896,1.0243493454225028,0.8379629629629629,0.001,300.0,32.0
0.912787139415741,0.7452642321586609,0.7313432835820896,0.8951330767638648,0.8333333333333334,0.001,300.0,64.0
